date,text,,
19670620,"6/20/67 -li the Federal Reserve Banks who are Presidents or First Vice Presidents of such Banks. The representatives of the Federal Reserve Banks, and an alternate for each representative, are elected in accordance with section 12A of the Federal Reserve Act for terms of one year commencing on March 1 of each year.  (b) Ghaixrman and Vice Chairman. - At its first meeting on or after March 1 of each year, the Committee selects a Chairman and a Vice Chairman from among its membership.  Meetings. - The Committee meets at Washington, D. C., on call by the Chairman of the Board of Governors of the Federal Reserve System or at the request of three members of the Committee, at least four times each year and oftener if deemed necessary.  SECTION 3--PERSONNEL  (a) Official Staff. - The official staff of the Federal Open Market Committee includes its Secretary and Assistant Secretaries, General Counsel and Assistant General Counsel, and Economist and Associate Economists, who perform the duties indicated by their titles. These staff members are selected from among the officers and employees of the Board of Governors of the Federal Reserve System and the Federal Reserve Banks. In addition, one of the Federal Reserve Banks is selected by the Committee to execute transactions for the System Open Market Account; and the Committee selects a Manager of the System Open Market Account and a Special Manager for foreign currency operations for such Account, both of whom shall be satisfactory to such Federal Reserve Bank.  (b) Others, The services of other officers and employees of the Board of Governors of the Federal Reserve System and Federal Reserve Banks are made available and are utilized by the Committee as required. By unanimous vote, sections 272.1 and 272.3 of the Federal Open Market Committee's rules of procedure were revised, and section  272.5 repealed, effective July 4, 1967. The amended rules of  procedure read as follows.",,
19670620,"6/20/67 -12RULES OF PROCEDURE SECTION 272.1--BASIS AND SCOPE  This part is issued by the Federal Open Market Committee (the ""Committee"")} pursuant to the requirement of section 552 of Title 5 of the United States Code that every agency shall publish in the Federal Register its rules of procedure.  SECTION 272.2--COMMITTEE ACTION  The function of the Committee is the direction and regulation of open market operations which are conducted by the Federal Reserve Banks. This involves the determination of the policies which are to be pursued with respect to open market operations by the Federal Reserve Banks with a view to accommodating commerce and business and with regard to their bearing upon the general credit situation of the country, together with consideration and action upon incidental matters relating to the manner in which such operations are to be conducted. The discharge of the Committee's responsibilities requires the continuous gathering of information and study of changing financial, economic, and credit conditions and other pertinent considerations by the members of the Committee and its personnel. These activities are closely interrelated with other activities of the Board of Governors of the Federal Reserve System and the Federal Reserve Banks and all relevant information and views developed by these organizations are available to the Committee, With this background, action is taken by the Committee upon its own initiative at periodic meetings held at least four times each year and oftener if deemed necessary. Attendance at Committee meetings is restricted to members of the Committee and its official staff, including the Manager of the System Open Market Account and the Special Manager for foreign currency operations for such Account, the Presidents of Federal Reserve Banks who are not at the time members of the Committee, and such other advisers as the Committee may invite from time to time. The Committee acts through the adoption and transmittal of directives and regulations to the Federal Reserve Banks. Operations in the System Open Market Account are conducted pursuant to directives issued by the Committee.",,
19670620,"6/20/67 -13SECTION 272,3--NOTICE AND PUBLIC PROCEDURE  There ordinarily will be no published notice of proposed action by the Committee or public procedure thereon, as described in section 553 of Title 5 of the United States Code, because such notice and procedure are impracticable, unnecessary, or contrary to the public interest.  SECTION 272,4--EFFECTIVE DATE  Committee action ordinarily will be made effective on the date the action is taken because the nature of the subject matter and the action taken is such that the public interest and the proper discharge of the Committee's responsibilities so require.  By unanimous vote, the Committee approved the release to the press and to other interested persons of the entries prepared for the record of policy actions of the Committee approximately 90 days after the meetings at which the policy actions were taken, and the release of the entries prepared for the meetings held in 1967 through April 4 at about the time the Committee's rules, as revised today, were transmitted to the Federal Register.  By unanimous vote, the Committee approved the release to any person on request of certain documents held at the Federal Reserve Bank of New York containing information of the Committee, described in the list dated May 17, 1967, prepared by the staff, with time lags as indicated therein.  By unanimous vote, the Committee authorized a staff committee  consisting of the Committee's General Counsel, the Manager of the  System Open Market Account, the Secretary of the Committee, and the",,
19670620,"6/20/67 -14 Secretary of the Board of Governors, to authorize release to any person on request documents held at the Federal Reserve Bank of New York containing information of the Committee of types similar to those for which the Committee had authorized release, with such time lags as were considered appropriate by the staff committee in light of the time lags the Committee had authorized for other documents.  By unanimous vote, the Committee approved the transfer of the original copy of the minutes for the Committee meetings held in the calendar year 1961 to the National Archives, on the same basis as the minutes for prior years had been transferred in 1964.  Tt was agreed that the next meeting of the Federal Open Market Committee would be held on Tuesday, July 18, 1967, at 9:30 a.m.  The meeting adjourned.  (Ze  Secretary",,
19670718,"Meeting of Federal Open Market Committee  July 18, 1967 MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held in  the offices of the Board of Governors of the Federal Reserve System  in Washington, D. C., on Tuesday, July 18, 1967, at 9:30 a.m.  PRESENT :  Mr. Hayes, Vice Chairman, presiding  Mr. Brimmer  Mr. Maisel  Mr. Mitchell  Mr. Robertson  Mr. Scanlon  Mr. Sherrill  Mr. Swan  Mr. Wayne  Mr. Patterson, Alternate for Mr. Francis  Messrs. Ellis, Hickman, and Galusha, Alternate Members of the Federal Open Market Committee  Messrs. Bopp, Clay, and Irons, Presidents of the Federal Reserve Banks of Philadelphia, Kansas City, and Dallas, respectively  Mr. Holland, Secretary  Mr. Sherman, Assistant Secretary  Mr. Kenyon, Assistant Secretary  Mr. Molony, Assistant Secretary  Mr. Hackiey, General Counsel  Messrs. Baughman, Craven, Garvy, Hersey, Jones, Koch, Partee, and Ratchford, Associate Economists  Mr. Holmes, Manager, System Open Market Account  Mr. Coombs, Special Manager, System Open Market Account  Mr. Cardon, Legislative Counsel, Board of Governors Mr. Fauver, Assistant to the Board of Governors",,
19670718,"7/18/67 20  Mr. Williams, Adviser, Division of Research and Statistics, Board of Governors  Mr. Axilrod, Associate Adviser, Division of Research and Statistics, Board of Governors  Mr. Bernard, Economist, Government Finance Section, Division of Research and Statistics, Board of Governors  Miss Eaton, General Assistant, Office of the Secretary, Board of Governors  Miss McWhirter, Analyst, Office of the Secretary, Board of Governors  Mx. Lewis, First Vice President, Federal Reserve Bank of St. Louis Messrs. Eisenmenger, Eastburn, Mann, Brandt, Tow, and Green, Vice Presidents of the Federal Reserve Banks of Boston, Philadelphia, Cleveland, Atlanta, Kansas City, and Dallas, respectively Mr. Deming, Manager, Securities Department, Federal Reserve Bank of New York Mr, Kareken, Consultant, Federal Reserve Bank of Minneapolis By unanimous vote, the minutes of actions taken at the meeting of the Federal Open Market Committee held on June 20, 1967, were approved. The memorandum of discussion for the meeting of the Federal Open Market Committee held on June 20, 1967, was accepted. By unanimous vote, the action of members of the Federal Open Market Committee on June 29, 1967, approving an amendment to paragraph 2 of the Committee's Authorization for System Foreign Currency Operations, effective June 30, 1967, to change the maximum  period authorized for the reciprocal currency arrangement with the  Netherlands Bank from 3 months to 6 months, was ratified.",,
19670718,"7/18/67 -3 By unanimous vote, paragraph 2 of the Authorization for System Foreign Currency Operations was amended, effective immediately, to delete therefrom the column headed ""Maximum period of arrangement (months)"" and to incorporate in the text of the paragraph provision for the Federal Reserve Bank of New York to maintain reciprocal currency arrangements with specified foreign banks for periods up to a maximum of 12 months.  By unanimous vote, the System open market transactions in foreign currencies during the period June 20 through July 17, 1967, were approved, ratified, and confirmed.  By unanimous vote, increases of $50 million each, from $200 million to $250 million, in the swap arrangements with the Swiss National Bank and the Bank for International Settlements (System drawings in Swiss francs) were approved.  By unanimous vote, an increase from $200 million to $300 million in the swap arrangement with the Bank for International Settlements involving System drawings in authorized European currencies other than Swiss francs was approved.  In consequence of the foregoing actions authorizing increases in the swap arrangements with the Swiss National Bank and the Bank for International Settlements, there was also approved by unanimous vote, effective immediately, the necessary amendment to paragraph 2 of the  Authorization for System Foreign Currency Operations. With this",,
19670718,"7/18/67 -4 and other amendments approved at this meeting, the paragraph read  as follows:  The Federal Open Market Committee directs the Federal Reserve Bank of New York to maintain reciprocal currency arrangements (""swap"" arrangements) for System Open Market Account for periods up to a maximum of 12 months with the following foreign banks, which are among those designated by the Board of Governors of the Federal Reserve System under Section 214.5 of Regulation N, Relations with Foreign Banks and Bankers, and with the approval of the Committee to renew such arrangements on  maturity: Amount of arrangement (millions of Foreign bank dollars equivalent) Austrian National Bank 160 National Bank of Belgium 150 Bank of Canada 500 National Bank of Denmark 100 Bank of England 1,350 Bank of France 100 German Federal Bank 400 Bank of Italy 600 Bank of Japan 450 Bank of Mexico 130 Netherlands Bank 150 Bank of Norway 100 Bank of Sweden 100 Swiss National Bank 250 Bank for International Settlements System drawings in Swiss francs 250 System drawings in authorized European currencies other than Swiss francs 300  By unanimous vote, the renewal, on their existing maturity basis, of the following swap arrangements, which were to mature on  the dates indicated, was approved:",,
19670718,"7/18/67 -5 Maturity of latest authorized Foreign bank renewal Bank of Sweden July 19, 1967 Swiss National Bank July 20, 1967 Bank for International Settlements System drawings in Swiss francs July 20, 1967 System drawings in authorized European currencies other than Swiss francs July 20, 1967 Austrian National Bank July 26, 1967 Bank of Japan July 28, 1967 German Federal Bank August 9, 1967 Bank of France August 10, 1967  With Mr. Mitchell dissenting, the Special Manager of the System Open Market Account was authorized to explore the possibility of placing all of the System's swap arrangements on a 12-month basis, with maturities at year end.  By unanimous vote, the open market transactions in Government securities, agency obligations, and bankers' acceptances during the period June 20 through July 17, 1967, were approved, ratified, and confirmed,  With Messrs. Brimmer, Maisei, and Mitchell dissenting, the Committee decided to omit from the current economic policy directive to be issued at this meeting the reference to utilization of operations in coupon issues in supplying part of reserve needs that had appeared in the directives issued at the meetings on May 23 and June 20, 1967.  By unanimous vote, the Federal Reserve Bank of New York was  authorized and directed, until otherwise directed by the Committee,",,
19670718,"7/18/67 -6to execute transactions in the System Open Market Account in accordance with the following current economic policy directive:  The economic and financial developments reviewed at this meeting indicate that economic activity has been rising modestly and that prospects are for further expansion. Output is still being retarded by adjustments of excessive inventories, but growth in final demands continues strong, reflecting some strengthening in consumer expenditures for durable goods and housing, and also further increases in Government outlays, The overall indexes of both wholesale and retail prices have risen further, although wholesale prices of industrial commodities have remained stable. Bank credit expansion has been large in recent weeks. Most short- and long-term interest rates, after reaching advanced levels under the influence of heavy public and private securities market financing, have declined somewhat recently. The balance of payments deficit has remained substantial despite some improvement in the foreign trade surplus. in this situation, it is the Federal Open Market Committee's policy to foster money and credit conditions, including bank credit growth, conducive to continuing economic expansion, while recognizing the need for reasonable price stability for both domestic and balance of payments purposes.  To implement this policy, while taking account of forthcoming Treasury financing activity, System open market operations until the next meeting of the Committee shall be conducted with a view to maintaining about the prevailing conditions in the money market; but operations shall be modified insofar as the Treasury financing permits to moderate any apparent tendency for bank credit and money to expand more than currently expected,  Tt was agreed that the next meeting of the Federal Open Market Committee would be held on Tuesday, August 15, 1967, at 9:30 a.m,  The meeting adjourned.  Secretary",,
19670815,"Meeting of Federal Open Market Committee  August 15, 1967  MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held in  the offices of the Board of Governors of the Federal Reserve System  in Washington, D. C., on Tuesday, August 15, 1967, at 9:30 a.m.  PRESENT:  Mr. Mr. Mr. Mr. Mr.  Robertson, presiding  Brimmer  Daane  Maisel  Mitchell  Scanion  Sherrill  Swan  Ellis, Alternate for Mr. Wayne Patterson, Alternate for Mr. Francis Treiber, Alternate for Mr. Hayes  Messrs. Hickman and Galusha, Alternate Members of  the Federal Open Market Committee  Messrs. Bopp, Clay, and Irons, Presidents of the  Federal Reserve Banks of Philadelphia, Kansas City, and Dallas, respectively  Mr. Sherman, Assistant Secretary  Mr. Kenyon, Assistant Secretary  Mr. Broida, Assistant Secretary  Mr. Molony, Assistant Secretary  Mr. Hackley, General Counsel  Mr. Brill, Economist  Messrs. Jones, Partee, and Solomon, Associate Economists  Mr. Holmes, Manager, System Open Market Account  Mr. Coombs, Special Manager, System Open Market Account  Mr. Fauver, Assistant to the Board of Governors Mr. Reynolds, Adviser, Division of International Finance, Board of Governors",,
19670815,"8/15/67 -2 Mr. Axilrod, Associate Adviser, Division of Research and Statistics, Board of Governors  Mr, Weiner, Assistant to the Director, Division of Research and Statistics, Board of Governors  Mr. Bernard, Economist, Government Finance Section, Division of Research and Statistics, Board of Governors  Miss Eaton, General Assistant, Office of the Secretary, Board of Governors  Miss McWhirter, Analyst, Office of the Secretary, Board of Governors  Messrs. Heflin and Lewis, First Vice Presidents of the Federal Reserve Banks of Richmond and St. Louis, respectively  Messrs. Eisenmenger, Link, Mann, Parthemos, Taylor, Moffatt, Tow, and Green, Vice Presidents of the Federal Reserve Banks of Boston, New York, Cleveland, Richmond, Atlanta, Chicago, Kansas City, and Dallas, respectively  Mr. Lynn, Director of Research, Federal Reserve Bank of San Francisco  Mr. Geng, Manager, Securities Department, Federal Reserve Bank of New York  Mr. Gustus, Research Officer and Economist, Federal Reserve Bank of Philadelphia  Mr, Kareken, Consultant, Federal Reserve Bank of Minneapolis  By unanimous vote, Mr. Robertson was elected to serve as Acting Chairman for the meeting.  By unanimous vote, the minutes of actions taken at the meeting of the Federal Open Market Committee held on July 18, 1967, were approved.  The memorandum of discussion for the meeting of the Federal  Open Market Committee held on July 18, 1967, was accepted.",,
19670815,"8/15/67 -3 By unanimous vote, the action of members of the Federal Open Market Committee on August 4, 1967, approving renewal of the $400 million swap arrangement with the German Federal Bank from August 9 to December 15, 1967, was ratified.  By unanimous vote, the System open market transactions in foreign currencies during the period July 18 through August 14, 1967, were approved, ratified, and confirmed.  By unanimous vote, the open market transactions in Government securities, agency obligations, and bankers' acceptances during the period July 18 through August 14, 1967, were approved, ratified, and confirmed.  By unanimous vote, the Federal Reserve Bank of New York was authorized and directed, until otherwise directed by the Committee, to execute transactions in the System Account in accordance with the following current economic policy directive:  The economic and financial developments reviewed at this meeting indicate that economic activity has been expanding more rapidly in recent weeks, With strengthening of private demands for final products and further curtailment of inventory investment, a better balance between inventories and sales is emerging. Upward pressures on costs persist and the over-all indexes of both wholesale and consumer prices have risen further. The balance of payments deficit has remained substantial and is a serious national problem. Bank credit expansion has continued large, while most short- and long-term interest rates have  fluctuated close to their highs of the year, under the combined pressure of heavy private security",,
19670815,"8/15/67 -4 market financing and of current and prospective Federal financing. A new fiscal program has been proposed by the President, including a sizable increase in income taxes, which would make a substantial contribution to balanced economic growth. In this situation, it is the policy of the Federal Open Market Committee to foster financial conditions, including bank credit growth, conducive to continuing economic expansion, while recognizing the need for reasonable price stability for both domestic and balance of payments purposes.  To implement this policy, while taking account of expected Treasury financing activity, System open market operations until the next meeting of the Committee shall be conducted with a view to maintaining about the prevailing conditions 1n the money market; but operations shall be modified, insofar as Treasury financing permits, to moderate any apparent tendency for bank credit to expand more than currently expected.  It was agreed that the next meeting of the Federal Open Market Committee would be held on Tuesday, September 12, 1967, at 9:30 a.m.  The meeting adjourned,",,
19670912,"Meeting of Federal Open Market Committee  September 12, 1967 MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D. C., on Tuesday, September 12, 1967, at 9:30 a.m.  PRESENT: Mr. Martin, Chairman Mr. Hayes, Vice Chairman Mr. Brimmer Mr. Daane Mr. Francis Mr. Maisel Mr. Mitchell Mr, Robertson Mr. Scanlon Mr. Sherrill Mr. Swan Mr. Wayne  Messrs. Ellis, Patterson, and Galusha, Alternate Members of the Federal Open Market Committee  Messrs. Bopp, Clay, and Irons, Presidents of the Federal Reserve Banks of Philadelphia, Kansas City, and Dallas, respectively  Mr. Holland, Secretary  Mr. Sherman, Assistant Secretary  Mr. Kenyon, Assistant Secretary  Mr. Broida, Assistant Secretary  Mr. Molony, Assistant Secretary  Mr. Hexter, Assistant General Counsel  Mr. Brill, Economist  Messrs. Baughman, Craven, Garvy, Jones, Koch, Partee, Ratchford, and Solomon, Associate Economists  Mr. Holmes, Manager, System Open Market Account  Mr. Coombs, Special Manager, System Open Market Account",,
19670912,"9/12/67 -2 Mr. Williams, Adviser, Division of Research and Statistics, Board of Governors  Mr. Reynolds, Adviser, Division of International Finance, Board of Governors  Mr. Axilrod, Associate Adviser, Division of Research and Statistics, Board of Governors  Miss Eaton, General Assistant, Office of the Secretary, Board of Governors  Miss McWhirter, Analyst, Office of the Secretary, Board of Governors  Mr. MacDonald, First Vice President, Federal Reserve Bank of Cleveland Messrs. Eisenmenger, Eastburn, Mann, Brandt, Tow, and Green, Vice Presidents of the Federal Reserve Banks of Boston, Philadelphia, Cleveland, Atlanta, Kansas City, and Dallas, respectively Mr. Meek, Assistant Vice President, Federal Reserve Bank of New York Mr. Kareken, Consultant, Federal Reserve Bank of Minneapolis By unanimous vote, the minutes of actions taken at the meeting of the Federal Open Market Committee held on August 15, 1967, were approved. The memorandum of discussion for the meeting of the Federal Open Market Committee held on August 15, 1967, was accepted. By unanimous vote, the System open market transactions in foreign currencies during the period August 15 through September 11,  1967, were approved, ratified, and confirmed.  By unanimous vote, the open market transactions in Government securities, agency obligations, and bankers"" acceptances during the period August 15 through September 11, 1967, were approved, ratified,  and confirmed.",,
