Date,DXY Index,ADXY Index,SPX Index,LQD US Equity,LF98TRUU Index,TLT US Equity,USGG2YR Index,CCMP Index,CRB CMDT Index,EUCRBRDT Index,LOCADY Comdty,XAU Curncy,AMZN US Equity
6/2/08,76.141,108.7158,1326.45,106.99,887.58,94.68,1.923,2278.75,431.51,88.18,7181,900.3,3.424
7/2/08,76.938,108.6166,1336.91,105.76,883.58,92.64,2.0439,2293.03,431.91,88.08,7350,910.7,3.545
8/2/08,76.67,108.6239,1331.29,106.16,880.28,93.7,1.9218,2304.85,432.87,90.83,7612,922.95,3.675
11/2/08,76.584,108.5086,1339.13,106.48,877.44,94.09,1.9053,2320.06,435.64,93.19,7820.5,923.45,3.76
12/2/08,76.315,108.6892,1348.86,106.33,875.61,93.53,1.9131,2320.04,435.98,93.54,7805,906.4,3.723
13/2/08,76.399,108.5718,1367.21,105.26,876.36,92.5399,1.9128,2373.93,437.65,93.13,7680.5,906.6,3.887
14/2/08,76.155,108.7154,1348.86,105.03,877.06,91.18,1.8881,2332.54,442.88,95.13,7776,908.2,3.79
15/2/08,76.101,108.8605,1350,105.37,875.45,91.88,1.9113,2321.8,443.02,96.125,7801,902.5,3.648
18/2/08,76.257,108.9529,1350,105.37,875.45,91.88,1.911,2321.8,443.02,95.5,7945,905.2,3.648
19/2/08,75.998,108.9392,1348.78,104.33,875.02,90.95,2.0671,2306.2,447.08,96.14,8080,927.8,3.604
20/2/08,76.116,108.8642,1360.03,104.56,872.55,91.58,2.1247,2327.1,447.26,96.88,8101,944,3.682
21/2/08,75.601,109.0061,1342.53,105.28,874.92,92.55,1.968,2299.78,450.27,96.36,8281,946.1,3.495
22/2/08,75.52,109.1007,1353.11,104.866,875.28,92.02,2.0169,2303.35,452.22,94.98,8322,945.2,3.604
25/2/08,75.529,109.1008,1371.8,104.2,877.42,91.08,2.108,2327.48,456.35,96.29,8247,939.6,3.664
26/2/08,74.763,109.2071,1381.29,104.95,880.86,91.11,2,2344.99,459.66,97.83,8271,948.1,3.585
27/2/08,74.213,109.7887,1380.02,104.85,881.79,91.19,1.9915,2353.78,461.53,97.1,8516,957.9,3.544
28/2/08,73.721,109.9254,1367.68,105.61,880.42,92.81,1.8162,2331.57,466.5,98.71,8470,970.9,3.392
29/2/08,73.714,109.8919,1330.63,106.28,876.4,94.23,1.6158,2271.48,468.72,99.73,8540.5,973.9,3.224
3/3/08,73.704,109.616,1331.34,105.83,875.87,93.64,1.6313,2258.6,470.66,100.605,8565,983.7,3.122
4/3/08,73.664,109.7223,1326.75,105.21,874.93,92.73,1.6547,2260.28,469.7,97.63,8685,964,3.267
5/3/08,73.479,109.7399,1333.7,104.47,875.19,91.62,1.6222,2272.81,468.66,99.795,8416,989.8,3.25
6/3/08,73.001,109.7661,1304.34,104.33,874.12,92.11,1.5018,2220.5,466.37,102.11,8881,979,3.137
7/3/08,73.027,109.5651,1293.37,104.11,871.98,92.23,1.5158,2212.49,461.04,103.205,8660,973.2,3.205
10/3/08,72.993,109.3255,1273.37,104.09,870.7,93.59,1.483,2169.34,458.28,103.82,8400.5,972.9,3.173
11/3/08,73.277,109.3732,1320.65,102.9,868.1,92.79,1.7402,2255.76,460.89,105.155,8560.5,973.3,3.358
12/3/08,72.404,109.324,1308.77,104.14,866.88,94.58,1.6186,2243.87,463.68,107.05,8356,982.9,3.326
13/3/08,72.072,109.2069,1315.48,103.01,861.69,93.84,1.6261,2263.61,464.91,108.18,8550,994.8,3.416
14/3/08,71.657,108.8218,1288.14,102.95,862.21,95,1.4787,2212.49,466.28,108.16,8611,1002.9,3.411
17/3/08,71.459,108.1782,1276.6,103.79,858.52,95.73,1.3405,2177.01,460.82,103.33,8360,1002.7,3.327
18/3/08,71.571,108.7313,1330.74,103.6,860.99,95.36,1.5991,2268.26,460.16,104.4,8285,981.4,3.585
19/3/08,72.144,108.6997,1298.42,104.05,865.1,96.94,1.4603,2209.96,454.81,101.84,8210.5,944.1,3.509
20/3/08,72.747,108.6696,1329.51,104.6,864.65,97.181,1.5963,2258.11,447.92,98.99,7789,910.4,3.66
21/3/08,72.709,108.6696,1329.51,104.6,864.65,97.181,1.5958,2258.11,447.92,98.965,7789,919.5,3.66
24/3/08,72.949,109.1716,1349.88,104.4,869.64,95.3,1.8011,2326.75,450.04,98.935,7789,915.3,3.798
25/3/08,72.276,109.5637,1352.99,104.87,873.85,95.7,1.7681,2341.05,454.19,98.91,8240,939,3.759
26/3/08,71.506,109.5189,1341.13,104.998,874.39,95.3,1.6193,2324.36,454.93,101.54,8260,954,3.69
27/3/08,71.66,109.6131,1325.76,104.36,875.12,94.63,1.6862,2280.83,455.35,102.53,8457,947.3,3.54
28/3/08,71.678,109.5749,1315.22,104.92,875.53,95.55,1.6463,2261.18,453.94,101.38,8540,931.4,3.488
31/3/08,71.802,109.538,1322.7,105.2,873.38,95.89,1.5824,2279.1,450.32,100.92,8520,916.9,3.565
1/4/08,72.563,109.8725,1370.18,104.52,874.99,93.9299,1.79,2362.75,449.02,97.51,8325.5,882.7,3.835
2/4/08,72.259,109.8848,1367.53,104.7,878.9,94.13,1.8945,2361.4,449.59,97.74,8464,904.5,3.869
3/4/08,72.217,109.6975,1369.31,104.75,881.3,94.34,1.8866,2363.3,451.18,100.93,8591,902.9,3.747
4/4/08,72.021,109.7875,1370.4,106.02,886.3,95.2,1.8145,2370.98,452.79,100.83,8645,913.8,3.844
7/4/08,72.202,109.9582,1372.54,106.14,891.35,94.7,1.9116,2364.83,453.3,104.41,8740,920,3.845
8/4/08,72.232,109.7828,1365.54,105.762,890.57,94.37,1.8713,2348.76,452.85,103.46,8682,914.9,3.865
9/4/08,71.833,109.8128,1354.49,105.45,889.91,95.35,1.7661,2322.12,457.43,105.48,8650,934,3.72
10/4/08,72.117,110.4276,1360.55,105.548,888.21,95.03,1.8391,2351.7,461.29,105.39,8884.5,928.8,3.742
11/4/08,71.808,110.2916,1332.83,105.65,888.78,95.67,1.7417,2290.24,460.64,105.18,8810,925.3,3.6
14/4/08,71.875,110.24,1328.32,105,888.29,95.11,1.758,2275.82,462.07,106.49,8679.5,924.5,3.631
15/4/08,72.023,110.0899,1334.43,104.78,889.5,93.93,1.8642,2286.04,464.24,108.705,8720,927.9,3.625
16/4/08,71.408,110.1758,1364.71,104.18,891.74,93.01,1.9628,2350.11,466.15,108.805,8736.5,944.4,3.73
17/4/08,71.68,110.1268,1365.56,104.45,892.71,92.85,2.1031,2341.83,467.33,108.98,8861.5,938.8,3.702
18/4/08,72.012,109.8997,1390.33,104.91,899.28,92.77,2.1294,2402.97,466.32,108.365,8630,916.9,4.005
21/4/08,71.647,110.0814,1388.17,104.57,901.46,93.14,2.1715,2408.04,464.76,108.96,8641.5,914.2,4.009
22/4/08,71.329,110.0569,1375.94,104.34,903.11,93.46,2.1887,2376.94,468.21,111.005,8770,915.9,3.98
23/4/08,71.819,110.1677,1379.93,104.66,904.03,93.15,2.1893,2405.21,468.53,112.57,8796,904.25,4.05
24/4/08,72.535,109.8149,1388.82,104.52,904.61,92.36,2.3825,2428.92,468.46,112.115,8700.5,886.25,3.885
25/4/08,72.79,109.6586,1397.84,104.57,905.75,91.82,2.4148,2422.93,469.69,113.745,8600,886.3,4.043
28/4/08,72.504,109.6513,1396.37,105.07,907.76,92.1,2.3421,2424.4,471.31,112.9,8746,893.25,4.099
29/4/08,72.895,109.5625,1390.94,105.4,908.29,92.45,2.3502,2426.1,469.83,111.205,8740,870.5,4.037
30/4/08,72.509,109.5452,1385.59,105.99,911.02,93.115,2.2537,2412.8,469.88,108.685,8655,877.55,3.932
1/5/08,73.275,109.4351,1409.34,106.15,913.43,92.78,2.367,2480.71,465.55,105.11,8686,852.7,3.968
2/5/08,73.5,109.2346,1413.9,105.53,916.98,91.61,2.4492,2476.99,466.15,109.42,8390,856.45,3.866
5/5/08,73.19,109.3294,1407.49,105.68,917.59,91.61,2.417,2464.12,466.65,113.085,8390,874.2,3.796
6/5/08,72.999,109.1307,1418.26,105,915.22,90.95,2.3848,2483.31,469.48,116.745,8622,876.4,3.786
7/5/08,73.514,108.6192,1392.57,105.28,915.53,91.3399,2.3036,2438.49,471.04,117.1,8641,868.75,3.659
8/5/08,73.477,107.6094,1397.68,105.745,914.56,92.16,2.2143,2451.24,472.31,116.715,8460,881.85,3.64
9/5/08,73.05,108.0123,1388.28,105.75,913.3,92.5,2.2391,2445.52,474.6,120.11,8400,884.85,3.621
12/5/08,72.947,107.7932,1403.58,105.654,913.21,92.36,2.3048,2488.49,475.41,119.51,8276,882.7,3.727
13/5/08,73.273,107.7211,1403.04,105.05,912.59,91.35,2.4695,2495.12,475.96,119.345,8410,866.95,3.728
14/5/08,73.399,107.2115,1408.66,105.1099,913.97,91.39,2.5112,2496.7,474.09,117.385,8180,864,3.71
15/5/08,73.35,107.2294,1423.57,105.81,916.3,92.22,2.4208,2533.73,467.73,118.84,8360,881.65,3.806
16/5/08,72.844,107.6659,1425.35,105.67,918.14,91.84,2.4386,2528.85,469.53,118.95,8470,902.4,3.823
19/5/08,73.045,107.7118,1426.63,105.6944,920.76,91.962,2.3892,2516.09,467.16,118.41,8540,905.2,4.115
20/5/08,72.405,107.7137,1413.4,105.73,920.82,92.44,2.2983,2492.26,463.92,120.185,8360,919.25,4.036
21/5/08,71.938,107.9668,1390.71,105.265,919.92,92.46,2.3982,2448.27,465.72,123.09,8395,932.55,3.915
22/5/08,71.899,107.9567,1394.35,104.11,917.26,91.37,2.5237,2464.58,463.46,125.63,8420,921.85,3.963
23/5/08,71.888,107.9288,1375.93,104.59,916.82,91.77,2.4252,2444.67,462.94,126.255,8278,925.1,3.917
26/5/08,71.99,107.8255,1375.93,104.59,916.82,91.77,2.434,2444.67,462.94,125.84,8278,929.1,3.917
27/5/08,72.338,107.8249,1385.35,103.96,913.96,91.15,2.5012,2481.24,462.17,125.425,8376,906.45,4.031
28/5/08,72.547,107.9358,1390.84,103.295,914.16,90.34,2.6028,2486.7,458.99,125.48,8176,900.9,4.004
29/5/08,73.023,108.0211,1398.26,102.79,913.94,89.69,2.6816,2508.32,455.71,125.85,8110,877.9,4.018
30/5/08,72.879,108.2013,1400.38,103.2,914.31,90.28,2.6411,2522.66,456,124.49,8105,886.5,4.081
2/6/08,72.929,108.4862,1385.67,103.08,913.59,90.3,2.5036,2491.53,456.21,125.085,7980,891.4,4.012
3/6/08,73.24,108.5405,1377.65,103.48,912.9,90.95,2.3984,2480.48,455.09,122.63,8060,880.55,4.005
4/6/08,73.424,108.3237,1377.2,103.16,911.53,90.14,2.4465,2503.14,454.76,118.12,8006,879.45,4.075
5/6/08,73.038,107.9918,1404.05,102.61,915.43,89.6,2.4949,2549.94,457.05,118.74,7921,877.2,4.226
6/6/08,72.39,108.2177,1360.68,103.12,916.98,90.76,2.3724,2474.56,460.57,128.66,8106,902.25,4.031
9/6/08,72.854,108.0175,1361.76,103.03,915.77,90.76,2.7066,2459.46,459.68,130.36,8092.5,892.93,3.972
10/6/08,73.696,107.9694,1358.44,102.44,913.84,90.17,2.9206,2448.94,457.57,131.18,8050,867,3.981
11/6/08,73.209,107.9018,1335.49,102.4,913.43,89.96,2.8055,2394.01,461.75,130.43,7989,880.35,3.864
12/6/08,73.859,107.7732,1339.87,101.53,912.09,89.06,3.0373,2404.35,461.82,128.14,7955,868.2,3.808
13/6/08,74.146,107.6,1360.03,101,911.83,88.87,3.0306,2454.5,464.89,130.21,8025,871.55,3.959
16/6/08,73.61,107.7402,1360.14,101.36,912.08,88.89,3.0312,2474.78,465.95,129.4,8255,882.4,4.085
17/6/08,73.514,108.2872,1350.93,101.69,913.44,89.07,2.89,2457.73,465.5,126.9,8181,882.75,4.149
18/6/08,73.44,108.1282,1337.81,102.2,911.83,89.82,2.8487,2429.71,467.82,124.76,8296,894.35,4.126
19/6/08,73.483,108.1572,1342.83,101.67,909.24,89.2899,2.9324,2462.06,467.73,127.53,8385.5,898.5,4.213
20/6/08,73.03,108.2037,1317.93,101.73,906.29,89.81,2.8917,2406.09,469.86,129.85,8590,902.3,4.055
23/6/08,73.434,107.8861,1318,101.69,903.04,90,2.934,2385.74,470.55,130.25,8540.5,883.8,4.034
24/6/08,73.241,108.0734,1314.29,101.63,897.28,90.5948,2.8337,2368.28,471.01,131.16,8491.5,889.6,3.982
25/6/08,72.933,108.0243,1321.97,101.708,896.95,90.64,2.8103,2401.26,471.65,127.61,8542,886.4,4.026
26/6/08,72.487,108.1662,1283.15,101.79,891.99,91.25,2.657,2321.37,477.66,132.53,8551,917.3,3.815
27/6/08,72.36,108.0265,1278.38,101.69,888.72,92.32,2.6248,2315.63,478.21,134.96,8680,927.8,3.733
30/6/08,72.463,107.9822,1280,101.4,888.75,92.34,2.6164,2292.98,476.69,133.89,8775.5,925.4,3.667
1/7/08,72.369,107.8096,1284.91,100.92,884.61,91.79,2.6483,2304.97,478.55,136.01,8711,939.65,3.681
2/7/08,72.029,108.02,1261.52,100.85,883.19,92.27,2.5753,2251.46,481,136.55,8750.5,945.15,3.572
3/7/08,72.742,107.8743,1262.9,100.72,881.73,92.07,2.525,2245.38,477.63,139.23,8985,934.17,3.6
4/7/08,72.731,107.7536,1262.9,100.72,881.73,92.07,2.5326,2245.38,477.63,138.94,8661,933.3,3.6
7/7/08,72.67,107.762,1252.31,101.19,880.71,92.49,2.4266,2243.32,467.05,134.87,8565,925.82,3.625
8/7/08,73.012,108.0342,1273.7,101.74,878.31,93.09,2.4753,2294.44,467.16,129.68,8540,919.6,3.752
9/7/08,72.58,108.7153,1244.69,101.81,881.77,93.5,2.3855,2234.89,467.15,129.34,8355,928.6,3.531
10/7/08,72.493,108.8716,1253.39,101.23,879.44,93.49,2.401,2257.85,469.66,131.14,8423,947.15,3.532
11/7/08,72.096,109.0267,1239.49,100.45,874.5,92.16,2.5952,2239.08,472.45,138.67,8499,964.2,3.427
14/7/08,71.915,109.0172,1228.3,100.5,876.56,92.97,2.4474,2212.87,469.9,137.65,8480,972.6,3.314
15/7/08,71.872,109.0794,1214.91,100.48,872.24,92.94,2.365,2215.71,468.81,131.55,8475.5,977.5,3.352
16/7/08,72.064,109.0856,1245.36,99.69,871.85,91.26,2.4216,2284.85,468.68,129.07,8291,959.95,3.592
17/7/08,72.242,109.0414,1260.32,99.35,875.18,90.79,2.4867,2312.3,467.13,129.88,8301,957.45,3.606
18/7/08,72.189,109.0832,1260.68,99.17,878.15,90.45,2.6337,2282.78,465.55,125.32,8324,955,3.456
21/7/08,71.99,108.9737,1260,99.28,881.9,90.8,2.592,2279.53,462.82,125.35,8390,965.55,3.424
22/7/08,72.446,108.9439,1277,99.92,879.95,90.35,2.7161,2303.96,460.73,123.74,8441,946.35,3.399
23/7/08,72.811,109.0885,1282.19,99.57,882.92,90.17,2.7325,2325.88,458.19,123.44,8310,920.85,3.527
24/7/08,72.933,109.2173,1252.54,100.45,882.27,91.05,2.6048,2280.11,458.38,122.42,8259.5,928.05,3.936
25/7/08,72.86,109.2097,1257.76,99.92,880.38,90.14,2.7096,2310.53,458.65,121.73,8160,929.85,3.916
28/7/08,72.649,109.0872,1234.37,100.5,878.29,91.05,2.5726,2264.22,458.3,122.65,8190,930.6,3.799
29/7/08,73.309,108.912,1263.2,100.25,876.63,90.68,2.6209,2319.62,459.12,122.665,8096,918.9,3.911
30/7/08,73.322,108.885,1284.26,100.73,876.97,90.77,2.6289,2329.72,458.95,119.6,8055,906.1,3.911
31/7/08,73.227,108.8084,1267.38,101.36,876.91,91.67,2.5079,2325.55,459.78,121.13,8260.5,914.1,3.817
1/8/08,73.424,108.6814,1260.31,100.525,872.64,91.54,2.4907,2310.96,457.77,120.865,8096,910.95,3.788
4/8/08,73.462,108.5173,1249.02,100.54,871.59,91.33,2.5308,2285.56,448.58,118.71,7905,894.8,3.786
5/8/08,73.881,108.4788,1284.88,100.1,872.14,90.65,2.5467,2349.83,447.56,113.49,7809.5,874.4,3.956
6/8/08,74.244,108.5765,1289.19,100.25,873.44,90.2799,2.5707,2378.37,446.66,111.55,7871,879.8,3.905
7/8/08,74.547,108.2942,1266.07,101.08,874.64,91.75,2.4243,2355.73,450.69,113.81,7826,873.07,3.848
8/8/08,75.845,107.8039,1296.32,101.176,873.86,92,2.4963,2414.1,445.84,110.09,7550,856.6,4.026
11/8/08,76.125,107.5711,1305.32,100.72,875.41,91.12,2.5367,2439.95,442.65,107.77,7460.5,823.82,4.405
12/8/08,76.152,107.4217,1289.59,101.33,878.17,91.97,2.422,2430.61,441.7,106.29,7261,812.93,4.363
13/8/08,76.208,107.3561,1285.83,100.8,878.14,91.65,2.4706,2428.62,445.16,108.01,7318,826.8,4.335
14/8/08,76.669,107.0864,1292.93,101.09,878.32,92.24,2.4293,2453.67,444.84,109.18,7640,806.05,4.402
15/8/08,77.18,106.9284,1298.2,101.32,880,93.04,2.3787,2452.52,440.43,106.23,7310,787.7,4.32
18/8/08,77.117,106.5821,1278.6,101.36,880.74,93.41,2.3289,2416.98,443.08,106.73,7432,800.07,4.156
19/8/08,76.839,106.4904,1266.69,101.2,878.26,93.05,2.2954,2384.36,444.48,106.79,7477,814.2,4.065
20/8/08,76.958,106.5494,1274.54,101.21,877.82,93.31,2.2455,2389.08,444.88,106.47,7670,813.55,4.107
21/8/08,76.196,106.6247,1277.72,100.61,876.34,93.14,2.3024,2380.38,451.1,114.315,7842,836.88,4.163
22/8/08,76.805,106.5142,1292.2,100.65,876.25,93.08,2.3999,2414.71,449.43,111.325,7861,823.03,4.263
25/8/08,76.793,105.918,1266.84,101.3,877.43,94.01,2.3247,2365.59,448.53,110.32,7861,821.95,4.143
26/8/08,77.251,105.485,1271.51,101.42,877.79,94.09,2.3241,2361.97,445.43,109.31,7581,824.93,4.088
27/8/08,77.051,105.8062,1281.66,101.26,878.13,94.25,2.2737,2382.46,445.85,110.095,7626,826.9,4.087
28/8/08,77.151,105.8948,1300.68,101.24,879.33,94.26,2.3588,2411.64,439.97,110.545,7648,834.03,4.171
29/8/08,77.381,105.6509,1282.83,101.04,879.98,93.84,2.3669,2367.52,438.72,110.5,7510,831.15,4.04
1/9/08,77.644,104.9543,1282.83,101.04,879.98,93.84,2.3669,2367.52,438.72,104.605,7371,817.68,4.04
2/9/08,78.061,104.3326,1277.58,100.98,881,94.37,2.2539,2349.24,434.08,102.22,7225,805.35,4.071
3/9/08,78.087,104.0495,1274.98,101.1799,879.8,94.77,2.2538,2333.73,434.73,101.245,7360,801.3,4.039
4/9/08,78.61,104.3915,1236.83,101.21,879.7,95.526,2.1729,2259.04,435.83,101.365,7420,796.45,3.902
5/9/08,78.932,104.3197,1242.31,101.1059,878.77,95.48,2.3017,2255.88,429.62,100.54,7075,803.5,3.96
8/9/08,79.589,105.2138,1267.79,101.28,882.25,95.88,2.3016,2269.76,429.5,99.19,6990,802.3,4.058
9/9/08,79.247,104.6803,1224.51,101.63,882.01,96.83,2.1633,2209.81,427.8,97.16,6926,777.25,3.952
10/9/08,79.845,104.6277,1232.04,101.59,880.15,96.23,2.1955,2228.7,426.74,94.41,6861,752.45,3.837
11/9/08,80.146,103.9757,1249.05,100.8,879.44,96.18,2.2197,2258.22,426.93,94.54,6900,746.85,3.976
12/9/08,78.966,104.2166,1251.7,100.03,879.65,94.94,2.2026,2261.27,429.05,92.98,7096,765.5,3.915
15/9/08,78.909,104.13,1192.7,99.29,871.4,98.02,1.7059,2179.91,423.67,89.23,6879,786.65,3.867
16/9/08,79.068,102.9361,1213.59,92.99,861.82,98,1.8023,2207.9,423.67,84.86,6841,779.73,3.937
17/9/08,78.095,103.9343,1156.39,88.732,855.48,98.49,1.6392,2098.85,418.4,85.09,6932,863.85,3.577
18/9/08,78.019,103.2334,1206.52,89.94,850.22,97.05,1.695,2199.1,415.75,89.255,6932,852.8,3.825
19/9/08,77.68,103.7727,1255.08,92.75,859.82,93.97,2.1679,2273.9,420.27,94.475,6900,873.55,4.05
22/9/08,76.151,104.2134,1207.09,93.3,860.02,93.96,2.1263,2178.98,425.62,98.025,7166,897,3.747
23/9/08,76.468,104.1447,1188.22,92.34,853.32,93.6,2.0681,2153.33,423.94,98.295,7090,892.15,3.588
24/9/08,76.788,103.7595,1185.87,92.1,847.26,94.01,1.9604,2155.68,422.71,99.92,6995,883,3.498
25/9/08,76.994,103.6358,1209.18,92.5,837.38,93.82,2.1605,2186.57,423.25,98.505,6905,877.83,3.604
26/9/08,76.953,103.3021,1213.01,90,827.14,94.5,2.0962,2183.34,421.86,98.9,6926,878.75,3.535
29/9/08,77.471,102.6425,1106.39,81.8,819.3,97.25,1.6571,1983.73,415.41,94.375,6590,908.75,3.168
30/9/08,79.448,102.293,1166.36,89.79,809.78,94.88,1.9599,2091.88,412.62,92.13,6419,870.95,3.638
1/10/08,79.463,102.6434,1161.07,90.21,803.55,95.78,1.8157,2069.4,411.71,90.92,6379,870.87,3.479
2/10/08,80.439,101.8876,1114.28,88.9,784.5,96.55,1.6158,1976.72,405.15,87.875,6221,836.45,3.368
3/10/08,80.313,101.4892,1099.23,88.86,779.72,97.4,1.5822,1947.39,402.81,88.02,5960,835.58,3.35
6/10/08,81.675,100.486,1056.89,87.83,763.46,99.17,1.4299,1862.96,395.34,84.13,5706,859.75,3.262
7/10/08,80.973,99.793,996.23,89.4719,758.47,98.87,1.4531,1754.88,391.79,82.78,5739,887.1,2.926
8/10/08,80.913,98.7544,984.94,88.83,744.24,97.45,1.5484,1740.33,387.48,80.49,5505,907.62,3.051
9/10/08,81.163,98.9406,909.92,86.465,730.75,96.63,1.5317,1645.12,383.91,81.34,5402,913.25,2.8
10/10/08,82.997,99.5651,899.22,81.7,696.4,95.95,1.6342,1649.51,371.78,74.62,5000,850.1,2.813
13/10/08,81.876,100.9036,1003.35,86.2,696.4,94.72,1.5774,1844.25,377.6,74.39,5031,833.07,3.101
14/10/08,81.363,101.5565,998.01,84.85,716.18,94.11,1.8122,1779.01,376.7,75.14,5555,836.85,2.793
15/10/08,82.05,100.8193,907.84,84.85,698.05,95.01,1.5521,1628.33,376.7,67.43,5126,847.28,2.436
16/10/08,82.455,98.6232,946.43,85.74,685.6,94.519,1.6164,1717.71,365.44,64.84,4880,804.6,2.515
17/10/08,82.413,99.2115,940.55,85.01,680.79,93.87,1.6148,1711.29,367.34,66.75,4701,783.35,2.532
20/10/08,83.1,99.4773,985.4,87.6,686.41,94.62,1.6959,1770.03,361.29,68.09,4875.5,796.93,2.649
21/10/08,83.99,99.2649,955.05,88.47,689.75,95.12,1.6137,1696.68,356.85,66.57,4490,771.65,2.512
22/10/08,85.37,98.2846,896.78,87.45,687.55,97.05,1.4987,1615.75,351.98,63.56,4286,730.5,2.5
23/10/08,85.36,97.3404,908.11,88,682.49,97.77,1.6044,1603.91,344.99,65.6,3986,721.37,2.516
24/10/08,86.44,96.9946,876.77,88.352,672.42,96.73,1.5122,1552.03,346.52,61.32,3721,734.7,2.448
27/10/08,86.934,96.4513,848.92,87.78,669.16,96.8,1.5362,1505.9,346.71,60.17,3686,730.8,2.479
28/10/08,87.028,96.2334,940.51,87.2,671.05,95.39,1.5686,1649.47,349.63,59.72,4129,746.95,2.802
29/10/08,85.071,96.905,930.09,88.67,678.34,94.91,1.5319,1657.21,357.67,64.59,4420.5,754.95,2.845
30/10/08,84.556,100.0519,954.09,88.01,684.53,94.05,1.5637,1698.52,347.78,61.72,4497,738.75,2.836
31/10/08,85.633,99.2073,968.75,87.65,680.97,92.83,1.548,1720.95,342.56,60.84,3995,723.85,2.862
3/11/08,86.354,100.0058,966.3,87.93,681.5,92.71,1.436,1726.33,343.04,61.16,3960,723.55,2.789
4/11/08,84.784,99.9248,1005.75,88.53,687.25,94.45,1.3719,1780.12,348.56,63.43,4231,763.27,2.923
5/11/08,84.606,100.3575,952.77,90.25,689.74,95.57,1.3398,1681.64,342.41,61.93,4071,740.45,2.599
6/11/08,85.893,99.1474,904.88,90.8685,686.79,94.88,1.2836,1608.7,338.94,57.18,3890,732.8,2.361
7/11/08,85.907,99.1153,930.99,90.23,682.01,94.26,1.3228,1647.4,338.94,57.84,3761,736.65,2.461
10/11/08,85.912,99.3244,919.21,90.27,682.28,94.7199,1.2418,1616.74,339.31,58.06,4005,746.2,2.423
11/11/08,87.075,98.7475,898.95,90.56,682.28,95.0001,1.2414,1580.9,335.26,55.87,3690.5,731.65,2.315
12/11/08,87.47,97.9131,852.3,90.54,674.12,95.61,1.161,1499.21,333.51,53.68,3592,712.25,2.078
